gacoan_name,name,rating,review
Mie Gacoan Banyumanik,Nila Sari Nastiti,5.0,"(Translated by Google) The place is spacious, there are indoor and outdoor. In addition, it is clean and comfortable so it is suitable for gathering with friends or family. The service is fast and friendly. The gacoan noodles and dimsum are the best! (Original) Tempatnya luas, ada indoor dan outdoor. Selain itu, bersih dan nyaman sehingga cocok untuk berkumpul bersama teman-teman ataupun keluarga. Pelayananya cepat dan ramah. Mie gacoan dan dimsumnya the best!"
Mie Gacoan,BLESSING INDONESIA,3.0,"I will give 5star if only you will improve yout employee politeness n hospitality. Not only screwing up my order, but adamantly insisting we to take the wrong order and quite heandstrong about it! And CRAZY 50% MARKING UP price from 9500 to 14000 at shopeefood n gofood etc. Come on. Be reasonable when jacking up your price!"
Mie Gacoan,Chindi Astriyani,5.0,"Delicious noodles and many variants of the level of concern can suit our taste buds. They're affordable among teenagers, toppings like dimsum, shrimp cheese, rambutan balls. The drink also has a unique name, so it adds an interest in trying."
Mie Gacoan,Hairis,5.0,Delicious! Tasty! Not too expensive! The place so crazy comfortable. Nice place
Mie Gacoan,la,4.0,soooo crowded guys! be careful coz covid-19 everywhere
Mie Gacoan,KUROICHI,5.0,"there's no doubt about the food, the place is very comfortable, cozy, and have so much place to sit and eat. for me, it's better to eat in, rather than take away, cause the order line is so long...but overall, it's a nice place to hang out, and good food, good service"
Mie Gacoan,Ilham Akbar,5.0,"Nice place, good food"
Mie Gacoan,Asep Jitensha,4.0,good taste but often long queue
Mie Gacoan,Fajri 'wimb6' Wimbawanto,5.0,"Good food, ofc noodles"
Mie Gacoan,petricia pm,5.0,"Service was good, but food's taste just average."
Mie Gacoan,Franseda Nainggolan,3.0,Queue line quite long.. Cheap place for hangout..
Mie Gacoan,Diah Khoirunnisa,5.0,Cozy
Mie Gacoan,mr mayday,5.0,"Good service, good food, good restaurant environment"
Mie Gacoan,Irfan Ramadhan,5.0,5 star food for real cheap prices
Mie Gacoan,Irly Nor Afika,5.0,Good
Mie Gacoan,GO GANDI CHANNEL,5.0,Endol murihhhhhh recommend
Mie Gacoan,Gama Bimantara,5.0,Good taste and cozy place 👍🏻
Mie Gacoan,Arif Yulianto,5.0,Ok
Mie Gacoan,Najwa Azahra,5.0,Good
Mie Gacoan,Untung Priyono,5.0,good stuf
Mie Gacoan,Issac Kurniawan,5.0,Best service will be number one
Mie Gacoan,Fatin Salsabila,5.0,Good food good place
Mie Gacoan,Natasya Catur Maharani,5.0,Photo by Cece
Mie Gacoan,Adesta Bayu,5.0,Awesome
Mie Gacoan,Doni Saputra,5.0,"Nice place, recommended"
Mie Gacoan,Mei Setyo,4.0,Ok
Mie Gacoan,arkatama Koloni rumput,5.0,Rameee
Mie Gacoan,Yanuar Satrio Legowo,3.0,Nice
Mie Gacoan,Lagaskora 3,5.0,Recommended for students
Mie Gacoan,Rizky Hendryani,5.0,Amazing
Mie Gacoan,HANGGER SUSENO,5.0,Rameee..
Mie Gacoan,Dhio Bernawan,5.0,Aww
Mie Gacoan,David Susilo Official,5.0,nice
Mie Gacoan,ustov susanto,5.0,Good
Mie Gacoan,Emaculata Monalisa,5.0,Good places
Mie Gacoan,Keiza Maidiani,5.0,Nice bgttt
Mie Gacoan,Johanes Chaesario Octavianus,5.0,Good place
Mie Gacoan,Vina Rosada,4.0,"(Translated by Google) The place is spacious, comfortable, there are indoor and outdoor. But still waiting in line for a seat. There is a play area for children. As for the noodles, I think it's good, but that's it. Not very tasty. Standard portion. For a really recommended price, it's perfect for the pockets of students or boarding children. Spacious parking lot. The toilet is clean, there is a sink too. Unfortunately, the table cleaners are not fast enough, so the plates and glasses of previous visitors are not immediately cleaned. (Original) Tempatnya luas, nyaman, ada indoor dan outdoor. Tapi masih tetep antri buat tempat duduk nya. Ada tempat bermain untuk anak anak. Untuk mie nya menurutku enak sih, tapi ya gitu aja. Bukan yang enak banget. Porsinya standar. Untuk harga rekomen banget, pas untuk kantong mahasiswa atau anak kost. Tempat parkir luas. Toilet bersih, ada wastafel juga. Sayangnya untuk petugas kebersihan meja kurang gercep, jadi piring dan gelas pengunjung sebelumnya gak langsung dibersihkan."
Mie Gacoan,Riska,5.0,"(Translated by Google) The gaconya is standard, it's delicious. It's just that the spiciness doesn't match the level, usually in other branches the lv 3 demons are already spicy. But this level 4 is spicy like level 1, a little disappointed I don't know if the cook is a bit sleepy or how to cook it... The drinks also took a long time to arrive. Even though it's just aesthetic, even though there are lots of employees. The employees also took a little longer to come to clean the finished table. Many are still confused, the seniors are also indifferent and not directed okay, skip The place is spacious, clean, & very comfortable. The parking spot is also spacious. So okay, can try again later (Original) Gacoannya ya standarlah yaa enaknya. Cuma pedesnya ga sesuai level, biasanya dicabang lain iblis lv 3 udah kerasa pedesnya. Tapi ini level 4 pedesnya kaya level 1, kecewa sedikit 😔 Entah yg masak agak ngantuk atau gimana masaknya... Minumannya juga lama bgt datengnyaa. Padahal cuma esteh, padahal karyawan bejibun. Karyawan juga agak sedikit lama dateng buat bersihin meja yg udah selesai. Banyak yg masih bingung, seniornya jg cuek2 aja ga diarahin 😅 oke skip Tempatnya sih luas, bersih, & nyaman banget. Spot parkiran juga luas. Jadi oke laahh, bisa dicoba lagi nanti"
Mie Gacoan,Atiqoh S. Rusyda,5.0,"(Translated by Google) First meet up place after months of not seeing friends. It turned out to be a very busy place. Too bad the menu is less varied. So far, for the taste of the noodles, it's really good... pocket friendly too. Highly recommended for hangout for those who like spicy noodles👌🏻 (Original) Tempat meet up pertama setelah berbulan² tidak bertemu teman-teman. Ternyata tempatnya rame sekaliii. Sayang sekali menunya kurang bervariasi. So far, untuk rasa mie nya enak siiii... ramah dikantong juga. Sangat direkomendasikan untuk tempat nongkrong bagi yang menyukai mie pedas👌🏻"
Mie Gacoan,Fera widiastuti,1.0,"(Translated by Google) Most unpleasant experience. All the food has arrived, just don't drink enough. Wait for 1 hour to drink, ask the trening employee who will deliver the dimsum ""will ask later"". In fact, during training, the people didn't ask the kitchen at all. because I couldn't wait anymore, I finally went to the kitchen and asked myself with a receipt, ""How come my drink hasn't arrived even though the one who just sat down got a drink?"". Looking for a kitchen receipt, there isn't any, there's no one to accompany you. The only answer is yes, wait for it to be delivered. I waited 30 minutes and it didn't come. Going to the kitchen again, I immediately said the same as the one who made it, because I couldn't wait for the next one to bring it myself. But the waiter forced me to bring it. Very bad dine-in experience, no employee said sorry at all. Usually it's not like this, there are indeed many employees who are trending but come on, don't be so bad. Even the table next to the dimsum didn't come."" Even though their food was finished, it was so annoying to be left behind. Please improve it again (Original) Pengalaman paling tidak menyenagkan. Semua makananan udah dateng, kurang minum aja. Nunggu 1 jam buat minum, tanyak ke pegawai trening yang antar dimsum ""nanti ditanyain"". Kenyataanya waktu dilat orang nya gak tanyak ke dapunya sama sekali. karena udah gak bisa nunggu lagi akhirnya ke bagian dapur tanyak sendiri dengna bawa struk, "" Kok minuman saya belum dateng padahal yang baru duduk dah dapet minum? "". Dicariin struk dapur gak ada dong, gak ada yg nganter jga.Cuman dijawab iya tunggu dulu nanti dianterin. Udah ditunggu 30 menit gak dateng juga. Ke dapur lagi langsung bilang sama yang bikin, karena udah gak sabar aku tungguin depan yg buat tak bawa sendiri aja. Tp pelayanya maksa saya bawain aja. Buruk banget pengalaman dine in, pegawai gak ada yg bilang maaf sama sekali. Biasanya gak gini, emang banyak pegawai yang trening tapi yo mbok jangan parah banget. Bahkan meja sebelah dimsumnya gak dateng"" Padahal makanan mereka udah abis, saking sebelnya ditinggal balik. Tolong lah ditingkatin lagi"
Mie Gacoan,Amirudi Brebes,5.0,"(Translated by Google) Honestly, I just like dumplings, noodles, cheese prawns, it's not like my taste, but if you dip it into the sauce, it's sweet, sour, fresh, I like it, but the sauce is a little bit for me, hehe, for portions, packaging, the place is clean and spacious, at that price it's cheap, but btw why can't you dine in now? (Original) Jujur, aku cuma suka pangsit nya aja, mie, udang keju, kayak bukan selera aku gitu, tapi kalo dicocol saos nya manis, asam, seger, suka, tapi saosnya dikit buat aku, hehe, untuk porsi, kemasan, tempat bersih luas, dengan harga segitu sih murah, tapi btw kenapa sekarang gak boleh Dine in ya?"
Mie Gacoan,liana afiyani,3.0,"(Translated by Google) Sorry, I'm really new to gacoan in ngaliyan. This is the first time I've had bad service from Gacoan. In other branches it's safe. Only this digaliyan service is not pleasant. In other branches, usually 2 people want to sit anywhere freely. This is where the seats are arranged. And the way it is delivered is unpleasant and seems to be cornering. The menu came, the dimsum place was really dirty. Was it not washed or what? How come there are so many chilies? And even worse, it seems like driving away customers. The meal has not been finished, it has been offered to take the food and the cleaning service. No more buying at the ngaliyan branch. (Original) Maaf baru banget nyoba gacoan di ngaliyan. Baru pertama kali dapat pelayanan yg buruk dari gacoan. Dicabang lain aman-aman aja. Cuma dingaliyan ini pelayanannya kurang menyenangkan. Di cabang lain biasanya buat 2 orang mau duduk dimana aja bebas. Disini tempat duduk diatur. Dan cara penyampaiannya tidak menyenangkan dan terkesan memojokkan. Menu datang, tempat dimsum kotor banget. Apa gak dicuci atau gimana ya. Kok bisa sampe ada cabe2 banyak. Dan lebih parahnya terkesan seperti mengusir pelanggan. Makan belum selesai, sudah ditawari mau diambil aja makanannya sama cleaning service. Gak lagi deh beli dicabang ngaliyan."
Mie Gacoan,Titi Hidayah,5.0,"(Translated by Google) Overall, according to me, the place is comfortable, clean, and easy to reach, but the queues are sometimes very long, but it's okay, really Gacoan where the queues are always so over, but 8/10 overall (Original) Overall si mnrt saya tempatnya nyaman, bersih, dan mudah dijangkau, tapi antriannya itu yang kadnag2 lama bgttttt, tpi it's okay, emng Gacoan dmna2 antriannya slalu over bgtu, but 8/10 lah overall"
Mie Gacoan,Lindung Ainanda,5.0,"(Translated by Google) It's never bad in the pocket, it tastes good too, at that price and a comfortable place, it's worth it. Success always gacoan ❤👍 (Original) Ga pernah jahat di kantong, rasanya juga enak, dengan harga segitu dan tempat yang nyaman, worth it lah. Sukses selalu gacoan ❤👍"
Mie Gacoan,okky davriell,2.0,"(Translated by Google) just ordinary, cheap prices, lack of cleanliness, my dumpling puring is very oily, even though I saw when I was waiting in line at the cashier the dumplings were ready, not the ones that had to wait for it to be fried, so the logic is that if the plate is clean, it shouldn't be that greasy, the straw is really good wrapped in paper, but the tray that was used was wet, so the straw was dirty, wet and muddy, and I was sitting in the outdoor area, asked to move to the indoor (he said he wanted to close the outdoor area) eh, until I finished eating, didn't close the outdoor too even the outdoor one is getting fuller. The cashier queue for ojol takes precedence. Those who dine in queue are very long, there must be a special cashier for ojol or online orders, or join the queue with dine-in. And I also have extras for takeaway packing which is messy It's really annoying to pile up. In the end, I took the initiative to ask for more crackers to be divided into 2 crackers, because there are 6 portions and only put it in 1 crackle. (Original) biasa aja,harga murah,kebersihan ny kurang,puring pangsit sy berminyak bgt,pdhal sy lihat pada waktu antri kasir pangsit udah jadi,bukan yang harus nunggu di goreng,jd logika ny piring klo bersih ya hrs ny nggak seberminyak itu,sedotan nya ng terbungkus kertas,namum nampan yang di gunakan basah jd sedotan nya kotor basah becek gtu,dan sy duduk di area outdoor,di minta pindah ke indoor (katanya sih mau di tutup area outdoor ny) eh sampai sy selesai makan kaga di tutup jg outdoor ny malah yang ada outdoor ny tambah keisi.antrian kasir jg ojol di dahulukan kita yg dine in antrian sampai panjang banget,hrs ny ada kasir khusus ojol atau pesanan online,atau ikut antri dengan dine in.dan sy jg ada tambahan buat takeaway packing ny berantakan bgt ngasal numpuk nya.akhir ny sy inisiatif buat minta kresek lagi ubtuk di bagi 2 kresek,krn ada 6 porsi dan hanya di masukan dalam 1 kresek."
Mie Gacoan,Patricia Tiwi,5.0,(Translated by Google) The place is quite spacious.. the queue is the same length as branches in other places..😁 But so far it's still comfortable..👍 (Original) Tempat nya lumayan luas.. antriannya sama panjangnya dengan cabang di tempat lain..😁 Tapi sejauh ini tetap nyaman..👍
Mie Gacoan,Sindhu Ayu Triadita Prastiwi,4.0,"(Translated by Google) I went there at the time of breaking the fast so it was really busy. The dining area is spacious, lots of tables and chairs. The queue was long, but the food was delicious. There is a playground for children too. (Original) Aku kesana pas jam jam buka puasa jadi rameeee banget. Tempat makannya luas, banyak meja dan kursi. Antriannya panjang, tapi makanannya enak enak. Ada Playground buat anak² juga."
Mie Gacoan,Naayaa 08,1.0,"(Translated by Google) The waiter is not friendly, the cashier is curt and the food delivery man if you want to ask the customer to move places according to the number of good people, don't feel like driving away. This is the last time eating here, don't tell your family and relatives you don't have to eat here, give up the service. Don't feel like every day is busy so you underestimate the customer. Indeed, people have the upper hand so they forget the land. If you fall, just remember. Just name the menu devil's noodle and devil's noodle, don't do that kind of service either. Hopefully better.. (Original) Pelayannya kurang ramah, kasirnya ketus dan pengantar makannnya kalau mau nyuruh customer pindah tempat sesuai jumlah orangnya yang baik jangan kesannya seperti mengusir. Ini cukup terakhir makan di sini, tak bilangi keluarga dan saudara ndak usah makan di sini, kapok pelayannnya. Jangan merasa setiap hari rame jadi menyepelekan customer. Memang orang sedang di atas angin jadi lupa daratan. Kalau sudah jatuh baru ingat. Cukup nama menunya mie setan dan mie iblis, jangan pelayanannya yang seperti itu juga. Semoga lebih baik.."
Mie Gacoan,Taufik Ashari,5.0,"(Translated by Google) One of my favorite restaurant. The price is cheap, you can be full ... the place is cool. And since it opened, I've eaten there several times. (Original) Salah satu resto favorit. Harganya murah, bisa kenyang...tempatnya asik. Dan sejak buka sudah bbrp kali makan disitu."
Mie Gacoan,Rina Dieng,4.0,"(Translated by Google) Wow, if you want to dine in here, it's about 1 hour from entering until the food arrives at the table. Come here for lunch, just a suggestion for friends who want to eat here, don't be hungry because the queue is long and you have to be patient. As usual, the noodles are delicious, the drinks are fresh, the various dim sums are okay at popular prices. Facilities such as toilets, prayer rooms and playgrounds are well maintained and clean. There is ample parking for motorbikes and cars because it is in the Citadel Ngaliyan shophouse area. (Original) Wow banget ya kalo mau dine in disini, dari masuk sampai makanan sampai dimeja kurang lebih 1jam. Kesini pas makan siang, saran aja buat temen-temen yg mau makan disini jgn pas laper bgt krn antriannya panjang dan harus sabar. Seperti biasa mie nya enak, minumannya segar, aneka dimsumnya jg oke dg harga merakyat. Fasilitas seperti toilet, musholla dan playground nya terawat dan bersih. Parkir motor dan mobil luas karena masuk kawasan ruko citadel ngaliyan."
Mie Gacoan Setiabudi Semarang,Rizka Ardianty As,5.0,"The menus here are delicious for sure. We can choose the level for spicy. Besides the place being spacious, here is suitable for young people. The prices are quite friendly for students. The service is quite fast, but the side dish is a bit long. Overall it's really worth it to hang out on the weekend."
Mie Gacoan Setiabudi Semarang,Aufa MF,4.0,"Better uyu take away or order via grab/gojek/shopeepay. When I went there, they said it close for eating there."
Mie Gacoan Setiabudi Semarang,Konkordius Nobel,5.0,"+ Good taste good price. You can choose spiciness level for your noodle. Spacious. Indoor-outdoor table, online order available- limited car parking space, you need to ask for spoon, fork, and tissue"
Mie Gacoan Setiabudi Semarang,Abram Adityawarman,4.0,"Nice noodles, many choicesRecommend for u who like spicy, can request spicy level"
Mie Gacoan Setiabudi Semarang,Fela Purizma,4.0,"its a very good place to hang out and eat with friends, but the queue is very very longggg!!! you need to come early to get some seats. the price is quite affordable for college students, but the noodle is very oily. the lumpia udang is very delicious i luv it😭"
Mie Gacoan Setiabudi Semarang,HTpro,5.0,"The best place in Semarang for hangout with fam or friends, delicious food and low prices, highly recommended"
Mie Gacoan Setiabudi Semarang,wulan wulandari,5.0,"Nice place, recommended food with nice price"
Mie Gacoan Setiabudi Semarang,Wahyu Wibowo Hadi,4.0,"Affordable menu with good food taste. The queue is too long on normal hour, usually crowded on lunch / dinner time... Manage your time wisely if you want to eat here"
Mie Gacoan Setiabudi Semarang,reza gunapradja,5.0,Very very cheap noodles on semarang
Mie Gacoan Setiabudi Semarang,Pramudya Arif Dwijanarko,5.0,"Nice place to have a meal with friends and colleague. The place quite spaceful. It has two storey. Even tho a lot of people coming, the service is quite fast. You can dine in and also take away. You can also order the food from gojek/grab. The food is nice, amd the price is affordable. Recommended place"
Mie Gacoan Setiabudi Semarang,binti siswadi,5.0,Mie Setan & siomay is the best collaboration!
Mie Gacoan Setiabudi Semarang,Dina Fadiah,5.0,"Murah, pedas, dan enak. The only negative side is that often times the place is too crowded. Jadinya nunggu agak lama. Other than that, the place serves good dish and beverages"
Mie Gacoan Setiabudi Semarang,Tri Desi Romadhonah,5.0,"good food, recommended and worth to try"
Mie Gacoan Setiabudi Semarang,Mochammad Jihad El Fikry,5.0,"Got a pretty long waitlisted, but the food is worth the wait. They serve chinese cuisine in a more affordable price for uni students"
Mie Gacoan Setiabudi Semarang,Toni Arintoni,5.0,exotic noodle with scaried drink
Mie Gacoan Setiabudi Semarang,Ely Septyawan,5.0,delicious and cheap👍
Mie Gacoan Setiabudi Semarang,Heru Chandra,5.0,It's nice place to eat mie
Mie Gacoan Setiabudi Semarang,Olivia,5.0,"Fast service, good food with affordable price"
Mie Gacoan Setiabudi Semarang,ari lasso,5.0,Good 👍
Mie Gacoan Setiabudi Semarang,Rifky Pasopati,5.0,"nice place for lunch or dinner, but so crowded every time"
Mie Gacoan Setiabudi Semarang,Edwin Ardiansyah Pradipta,5.0,"Tasty dishes, great service. Nice place"
Mie Gacoan Setiabudi Semarang,Haris Harahap,4.0,Ok
Mie Gacoan Setiabudi Semarang,Sigit Prabowo,4.0,Niceee...
Mie Gacoan Setiabudi Semarang,Ratna Ayu,5.0,Love it
Mie Gacoan Setiabudi Semarang,Renita Anggraini,5.0,"Nice place, delicious taste, good service. 👍"
Mie Gacoan Setiabudi Semarang,Anggita Galih,5.0,So delicious!
Mie Gacoan Setiabudi Semarang,Muchmammad Ichwan (Pyxis),5.0,Ok
Mie Gacoan Setiabudi Semarang,elfina vina,5.0,"Nice resto, good food and employee"
Mie Gacoan Setiabudi Semarang,Wiwit Imam C,4.0,Keep it
Mie Gacoan Setiabudi Semarang,ihza rizaldi,1.0,Not good
Mie Gacoan Setiabudi Semarang,Alfan AB,5.0,Thank you for the hospitality.Good service.
Mie Gacoan Setiabudi Semarang,M Rhaka Katresna,5.0,Ok
Mie Gacoan Setiabudi Semarang,ira safitri,4.0,"Good taste, good price"
Mie Gacoan Setiabudi Semarang,Rayhan Illyas A,5.0,Excellent in taste and comfy in place
Mie Gacoan Setiabudi Semarang,Feri Rozul Munir,3.0,Nice
Mie Gacoan Setiabudi Semarang,Safira Ayuningtyas,5.0,Nice food and place for hangout
Mie Gacoan Setiabudi Semarang,Lukman Vani,5.0,very fast and satisfying service
Mie Gacoan Setiabudi Semarang,Hero Hero,5.0,"recommended place, delicious food"
Mie Gacoan Setiabudi Semarang,adi widodo,5.0,QWERTY
Mie Gacoan Setiabudi Semarang,Java Story 96,5.0,"Good food, and good environment"
Mie Gacoan Setiabudi Semarang,iam whipped for mark,5.0,cozy bgtt
Mie Gacoan Setiabudi Semarang,edwiga febriliyanti,4.0,Nice and great food
Mie Gacoan Setiabudi Semarang,ahmadlukmanp,4.0,Good food
Mie Gacoan Setiabudi Semarang,Sheilla Oktaviani,5.0,Taste good :) thanks
Mie Gacoan Setiabudi Semarang,_S Khodijah,5.0,baguuss
Mie Gacoan Setiabudi Semarang,Herdatara Shafa Anindita,5.0,gacoan always best.
Mie Gacoan Setiabudi Semarang,Abdi Bento,5.0,Ok
Mie Gacoan Setiabudi Semarang,hasyim arif,5.0,Ok
Mie Gacoan Setiabudi Semarang,Ade Nurul Ashifa,3.0,Too grasy for the noodle.
Mie Gacoan Setiabudi Semarang,Restu Krisnanto,5.0,goodd view
Mie Gacoan,Siti Mutmainah,4.0,"the place is clean, spacious, unfortunately the taste of the menu is inconsistent"
Mie Gacoan,salman alfaridziyanto,4.0,Please be patient to dine in because crowdy. And please be empthaty with other. After dine in please just straight leave the places so the other can replace your chair
Mie Gacoan,Bustanul fahmi,5.0,Jossssss
Mie Gacoan,Panji Nurprastya,1.0,Haussssss
Mie Gacoan,Jefry Yan,5.0,Joss
Mie Gacoan,Rezky Prayoga,1.0,Super
Mie Gacoan,Bagoes Ardianjar,5.0,Super duper rameeeee
Mie Gacoan,Indra Djati,5.0,"(Translated by Google) It's cheap, it tastes good, the portions are decent, it's just that the queue is sorry if it's busy.. (Original) Murah meriah, enak rasanya, porsinya lumayan, cuman antriannya ampun dah kalo lagi rame.."
Mie Gacoan,nilna rifda,5.0,"(Translated by Google) Good food, standard prices, comfortable places have indoor and outdoor Now the queue is not as busy as it used to be, you have to queue for a very long time Now the queue has decreased a bit (Original) Makanan enak, harga standar tempat nyaman ada indoor sama outdoor Skrng antriannya ga serame dlu yg mesti antri lama banget Skrng udh agak berkurang antrean nya"
Mie Gacoan,RoTuId,5.0,"(Translated by Google) Quite a long queue approaching lunch time at 11.00,,, taste is quite good, portion is quite a lot lots of chairs (Original) Antri yg cukup panjang mendekati jam makan siang jam 11.00,,, rasa lumayan enak, porsi cukup banyak meja kursi banyak"
Mie Gacoan,Wilda Nailufar,5.0,"(Translated by Google) The queue for dine-in is too long. Better take away or via ojol. There are 2 cashiers for general and special for ojol. So the queue is very long. The menu that I always buy is Devil's Noodles lv 2 and the cheese prawns are delicious. The place is outdoor and spacious, the parking lot is also wide for motorbikes (Original) Antrin utk dine in lama bgt. Better take away atau via ojol. Kasir cm ada 2 utk umum dan khusus ojol. Jd antrinya panjang bgt. Menu yg selalu dibeli mie iblis lv 2 sm udang kejunya enak bgt. Tmptnya outdorr dan luass, parkiran jga luas utk sepeda motor"
Mie Gacoan,Adi S Jemine,5.0,"(Translated by Google) Cheaper than the one in Bali, even tastier (Original) Lebih murah daripada yang di Bali, lebih enak pula"
Mie Gacoan,Aizzatus Syifa,4.0,"(Translated by Google) Dine in is safe, not too long to wait. The food is standard gacoan, yes, quite filling. Coming here, you have to order the cheese shrimp, it's really delicious... The motorbike parking is spacious, and it's arranged by the fathers. So comfortable.. (Original) Dine in aman, tdk terlalu lama menunggu. Makanannya standar gacoan ya, cukup mengenyangkan. Ke sini wajib pesan udang keju nya enak bgtt... Parkir motor luas, dan ditatain sama bapak²nya. Jd nyamannn.."
Mie Gacoan,tiara anggun,5.0,(Translated by Google) Always a destination at the end of the month and want to eat delicious and satisfied (Original) Selalu jd destinasi dikala akhir bulan dan ingin makan enak dan puas Parking: Ada tukang parkir yg sangat membantu jgn lupa siapkan uang parkir dengan biaya yang wajar
Mie Gacoan,Fajar christanto,1.0,(Translated by Google) SEATS CAN NOT BE JOIN..!! that's my review (Original) KURSI GK BOLEH DIGABUNGIN ..!! itu review dr saya
Mie Gacoan,Afandi Amir,5.0,"(Translated by Google) The noodles are delicious and the spicy joss. The rambutan shrimp is also delicious with the sweet and sour sauce. In addition, the place is spacious and available seats, parking is also spacious. (Original) Mie nya enak dan pedasnya joss. Udang rambutannya juga enak di tambah sausnya yang asam manis. Selain itu tempatnya yang luas dan tersedia tempat diduk, parkiran juga luas."
Mie Gacoan,Yesica Rahmawati,5.0,"(Translated by Google) The place is clean and crowded, the food is delicious, the service is okay. (Original) Tempatnya bersih dan ramai, makanannya enak, pelayanan oke."
Mie Gacoan,Yas Siwis,5.0,(Translated by Google) Spacious parking Good place to eat and hang out (Original) Parkiran luass Tempat cocok untuk makan dan nongkrong
Mie Gacoan,Ahmad Hadi Lukmanul Hakim,5.0,"(Translated by Google) Friendly service, prices are suitable for students. (Original) Pelayanan ramah, harga cocok dikantong pelajar."
Mie Gacoan,Agung Tri,3.0,"(Translated by Google) A comfortable place, enough to gather with friends and family, drinks are quite enough. The food is not good, the noodles are not cooked enough and the spices are not evenly distributed (Original) Tempat nyaman, cukup buat berkumpul dengan teman2 sahabat n keluarga minuman lumayan cukup lah. Makanan kurang enak mie kurang matang dan rasanya kurang merata bumbu2nya"
Mie Gacoan,ahsani taqwim,5.0,"(Translated by Google) The taste remains the same in every branch. What needs to be improved, in my opinion, is the iced tea, like drinking iced sugar water instead of iced tea. (Original) Rasa tetap sama disetiap cabangnya. Yang perlu diperbaiki menurutku es tehnya, seperti minum es air gula bukan es teh."
Mie Gacoan,Farid Mhd,5.0,"(Translated by Google) You have to be extra patient because the number of visitors is very crowded, for a very economical price, clean comfortable place,. (Original) Harus extra sabar karna jumlah pengunjung sangat ramai,.untuk harga sangat ekonomis ,tempat nyaman bersih,."
Mie Gacoan,Ceraa Toph,5.0,"(Translated by Google) The best gacoan noodles in SMG! Lots of fried onions. The place is very spacious, crowded. there is a toilet, but still having trouble finding tissue. (Original) Mie gacoan terenak di smg! Bawang gorengnya banyak. Tempat sangat luas, ramai. ada toilet, namun masih kesulitan menemukan tissue."
Mie Gacoan,Susi Susanti,5.0,(Translated by Google) Delicious food. Populist price. Cozy place. The queue is busy. (Original) Makanan enak. Harga merakyat. Tempat nyaman. Antrian ramai lancar.
Mie Gacoan,Immrssa,4.0,"(Translated by Google) Finally, try to eat noodles which are hits again, I really miss it, yee😂. Yes, how does it end if every time it passes, it's always busy, so lazy to queue like a train . Finally, try it here when it's pretty quiet . In my opinion, the service when I came here was OK, it was quite good, the parking was limited for four-wheeled users. In terms of food, especially the noodles, I think it's delicious. But, that's not a good thing, hlo. Hehe, I'm a spicy, salty and savory lover, so order Mie Devil if I'm not mistaken the name . Then I ordered a noodle companion snack, such as style dim sum, crispy prawn balls. It's delicious, but the sauce is still not enough. Okay, and I just drink iced tea hehe. Oh yeah, about the cleanliness of the place to eat, I'm sorry it's still not clean, maybe because the place is crowded, so cleaning plates etc is not max. Huhu... The rest is pretty good, oh yes, there is also a prayer room inside. (Original) Akhirnya nyobain makan mie yang lagi hits wkwk ketinggalan banget yee😂. Ya gimana habis nya kalo setiap lewat nih selalu ruame yah, jadi males ngantri kayak kereta😅. Finally, nyobain kesini pas lumayan sepi 😋. Pelayanannya menurut saya waktu kesini sih OK cukup bagus, parkirannya yang mefet kalo buat pengguna roda empat. Dari segi makanan terutama Mie nya menurut saya Enak. But, bukan yang enak buanget gitu hlo. Hehe saya pecinta pedas, asin gurih jadi pesen Mie Iblis kalo tidak salah namanya🙈. Terus saya pesen cemilan pendamping Mie, seperti dimsum ala ala, bola bola udang crispy, Enak sih, cuman cocolan saus nya masih kurang Oke, dan minumnya saya Es Teh aja hehe. Oiya untuk soal kebersihan tempat makannya nih mohon maaf masih kurang bersih ya, mungkin karena tempatnya ramai, jadi bersihin piring dsb kurang max. Huhu... Selebihnya Cukup bagus, oiya disediakan tempat sholat juga kok di dalam."
Mie Gacoan,Umi Sayidatus Zakiya,5.0,"(Translated by Google) the place is very spacious, all indoor and outdoor are available, just choose. for a menu like in other outlets, yes. The wait for the order is also not too long, maybe because there are too many employees. I watch them at work until I amaze myself. cool. always miss this one noodle and dimsum (Original) tempatnya luas banget, indoor outdoor semua ada, tinggal pilih. untuk menu seperti di gerai pada lainnya la ya. nunggu pesenannya juga engga terlalu lama, mungkin karena pegawainya juga banyak banget. aku nontonin mereka pada kerja sampe amaze sendiri. kereenn. selalu ngangenin emang per-mie-an dan per-dimsum-an yang satu ini"
Mie Gacoan,Faliza Kurniadi,5.0,"(Translated by Google) One of my favorite food with my dear Never get tired of eating gacoan noodles Makes you miss, makes you happy. Moreover, the dimsum is really cheap starting at 8.9 (Original) Salah 1 makanan favoritku sama ayang Ga pernah bosen makan mi gacoan Bikin kangen, ngenyangin. Apalagi dimsumnya murah bgt dari mulai harga 8.9"
Mie Gacoan,Ike Laili Agustin,5.0,"(Translated by Google) wherever the place is the food gacoan. it's really true that every time there is a gaco, it doesn't stop making this message. because it's so pure and delicious (Original) dimanapun tempatnya gacoan makanannya. bener bener setiap kali ditempt yg ada gacoannya gak berhenti buat pesen ini. karena emg semurce dan seenak itu"
